Format,OpenTRACK,,,,,,
Name,Paul Ricard,,,,,,
Country,France,,,,,,
City,Paul Ricard,,,,,,
Type,Permanent,,,,,,
Config,Closed,,,,,,
Direction,Forward,,,,,,
Mirror,Off,,,,,,
Export Frequency,50,Hz,,,,,
1410,92.9,28.6,1.3,410.6,0,1,1
1411,93.9,30,1.2,410.6,0,1,1
1411,94.9,29.4,1.1,410.6,0,1,1
1412,95.1,27.8,1.1,410.6,0,1,1
1412,95.1,25.2,1,410.6,0,1,1
1413,95.4,22.1,1,410.5,0,1,1
1414,96.4,19.3,1,410.5,0,1,1
1414,97.4,17.6,1.1,410.5,0,1,1
1415,97.7,17,1.1,410.5,0,1,1
1415,97.7,17.7,1.1,410.5,0,1,1
1416,97.9,19.4,1.1,410.5,0,1,1
1416,98.7,21.1,1,410.5,0,1,1
1417,99.4,22.1,0.9,410.5,0,1,1
1418,99.6,22.3,0.9,410.5,0,1,1
1418,99.6,21.5,0.8,410.5,0,1,1
1419,99.9,19.9,0.8,410.5,0,1,1
1419,101.2,17.8,0.9,410.5,0,1,1
1420,102.4,15.9,1,410.5,0,1,1
1421,102.7,14.7,1,410.5,0,1,1
1421,102.7,14.7,1,410.5,0,1,1
1422,103,15.3,1,410.5,0,1,1
1423,104.1,16.6,1,410.5,0,1,1
1423,105.2,18,0.9,410.5,0,1,1
1424,105.5,18.4,0.8,410.5,0,1,1
1424,105.5,17.8,0.7,410.5,0,1,1
1425,105.7,16.6,0.7,410.5,0,1,1
1426,106.6,14.8,0.7,410.5,0,1,1
1426,107.5,13.3,0.7,410.5,0,1,1
1427,107.7,11.9,0.8,410.5,0,1,1
1428,107.7,11.3,0.8,410.5,0,1,1
1428,107.8,11.2,0.8,410.5,0,1,1
1429,108.3,11.2,0.7,410.5,0,1,1
1430,108.7,11.4,0.6,410.5,0,1,1
1430,108.8,11.3,0.6,410.5,0,1,1
1431,108.8,10.4,0.5,410.5,0,1,1
1432,109.1,8.7,0.3,410.5,0,1,1
1432,110.3,6.7,0.2,410.5,0,1,1
1433,111.5,4,0.1,410.5,0,1,1
1434,111.8,1.1,0,410.5,0,1,1
1434,111.8,-1,0,410.5,0,1,1
1435,112.1,-2,0,410.4,0,1,1
1435,113.5,-2.7,0,410.4,0,1,1
1436,114.8,-2.6,0,410.4,0,1,1
1437,115.1,-2,-0.1,410.4,0,1,1
1437,115.1,-1.3,-0.1,410.4,0,1,1
1438,115.3,-1.1,-0.1,410.4,0,1,1
1438,116.2,-0.8,-0.1,410.4,0,1,1
1439,117,-1,-0.1,410.4,0,1,1
1440,117.2,-0.8,-0.1,410.4,0,1,1
1440,117.2,-0.5,-0.1,410.4,0,1,1
1441,117.2,-0.4,-0.1,410.4,0,1,1
1441,117.4,-0.6,-0.1,410.4,0,1,1
1442,117.6,-0.7,-0.1,410.4,0,1,1
1442,117.6,-0.7,-0.2,410.4,0,1,1
1443,117.6,-1,-0.2,410.4,0,1,1
1443,117.4,-1.9,-0.3,410.3,0,1,1
1444,116.7,-3,-0.3,410.3,0,1,1
1445,115.9,-4.6,-0.3,410.3,0,1,1
1445,115.7,-6.4,-0.4,410.3,0,1,1
1446,115.7,-8.2,-0.5,410.3,0,1,1
1446,115.3,-10,-0.5,410.3,0,1,1
1447,113.8,-11.5,-0.6,410.3,0,1,1
1447,112.4,-13,-0.6,410.3,0,1,1
1448,112,-14.7,-0.7,410.3,0,1,1
1448,112,-15.9,-0.7,410.3,0,1,1
1449,111.5,-16.5,-0.8,410.3,0,1,1
1449,109.6,-17.4,-0.8,410.3,0,1,1
1450,107.7,-18.4,-0.9,410.3,0,1,1
1450,107.2,-19.8,-0.9,410.3,0,1,1
1451,107.2,-21.2,-1,410.3,0,1,1
1451,106.6,-22.4,-1,410.3,0,1,1
1452,104.3,-23.2,-1,410.3,0,1,1
1452,101.9,-23.9,-1,410.3,0,1,1
1453,101.3,-24.4,-1,410.3,0,1,1
1453,101.3,-24.8,-1,410.3,0,1,1
1454,100.8,-25.1,-1,410.3,0,1,1
1454,98.7,-25.2,-1,410.3,0,1,1
1455,96.6,-24.9,-1.1,410.3,0,1,1
1455,96.1,-24.8,-1.1,410.3,0,1,1
1456,96.1,-24.8,-1.1,410.3,0,1,1
1456,95.9,-25.1,-1.1,410.3,0,1,1
1457,95.2,-25.2,-1.1,410.3,0,1,1
1457,94.4,-25.5,-1.1,410.3,0,1,1
1458,94.2,-26.1,-1.1,410.3,0,1,1
1458,94.2,-26.8,-1.2,410.3,0,1,1
1459,93.7,-27.8,-1.2,410.2,0,1,1
1459,91.5,-28.6,-1.2,410.2,0,1,1
1460,89.3,-29.1,-1.2,410.2,0,1,1
1460,88.8,-29.4,-1.2,410.2,0,1,1
1461,88.8,-29.5,-1.2,410.2,0,1,1
1461,88.5,-29.5,-1.2,410.2,0,1,1
1461,87.2,-29.3,-1.2,410.2,0,1,1
1462,85.8,-28.9,-1.2,410.2,0,1,1
1462,85.5,-28.5,-1.2,410.2,0,1,1
1463,85.5,-29,-1.2,410.2,0,1,1
1463,85.2,-29.7,-1.2,410.2,0,1,1
1464,84,-31,-1.2,410.2,0,1,1
1464,82.8,-32.1,-1.3,410.2,0,1,1
1465,82.5,-32.7,-1.2,410.2,0,1,1
1465,82.5,-32.8,-1.2,410.2,0,1,1
1466,82.3,-32.5,-1.2,410.2,0,1,1
1466,81.5,-31.9,-1.2,410.2,0,1,1
1466,80.7,-31.4,-1.1,410.2,0,1,1
1467,80.5,-31,-1.2,410.2,0,1,1
1467,80.5,-31,-1.2,410.2,0,1,1
1468,80.3,-31,-1.2,410.2,0,1,1
1468,79.5,-31,-1.3,410.2,0,1,1
1469,78.7,-31.2,-1.3,410.2,0,1,1
1469,78.5,-32.1,-1.3,410.2,0,1,1
1469,78.5,-33.5,-1.3,410.2,0,1,1
1470,78.3,-34.4,-1.3,410.1,0,1,1
1470,77.5,-34.8,-1.2,410.1,0,1,1
1471,76.6,-34.9,-1.2,410.1,0,1,1
1471,76.4,-34.7,-1.2,410.1,0,1,1
1472,76.4,-34,-1.2,410.1,0,1,1
1472,76.3,-32.8,-1.2,410.1,0,1,1
1472,75.7,-31.9,-1.3,410.1,0,1,1
1473,75.1,-31.7,-1.3,410.1,0,1,1
1473,75,-32.2,-1.4,410.1,0,1,1
1474,75,-33.5,-1.4,410.1,0,1,1
1474,74.9,-35.2,-1.4,410.1,0,1,1
1475,74.3,-36.7,-1.5,410.1,0,1,1
1475,73.8,-38.7,-1.5,410.1,0,1,1
1475,73.7,-40.9,-1.4,410.1,0,1,1
1476,73.7,-42.2,-1.4,410.1,0,1,1
1476,73.6,-43,-1.3,410.1,0,1,1
1477,73.2,-43.2,-1.3,410.1,0,1,1
1477,72.8,-43.5,-1.4,410.1,0,1,1
1477,72.7,-43.8,-1.4,410.1,0,1,1
1478,72.7,-43.6,-1.4,410.1,0,1,1
1478,72.7,-43,-1.4,410.1,0,1,1
1479,72.6,-42,-1.4,410.1,0,1,1
1479,72.4,-40.7,-1.4,410.1,0,1,1
1480,72.4,-39.2,-1.4,410.1,0,1,1
1480,72.4,-38.9,-1.4,410.1,0,1,1
1480,72.3,-39.1,-1.4,410,0,1,1
1481,71.8,-39.8,-1.4,410,0,1,1
1481,71.2,-41,-1.4,410,0,1,1
1482,71.1,-42.8,-1.3,410,0,1,1
1482,71.1,-44.3,-1.2,410,0,1,1
1482,71,-44.1,-1.2,410,0,1,1
1483,70.6,-42.3,-1.1,410,0,1,1
1483,70.1,-39.3,-1.1,410,0,1,1
1484,70,-36.1,-1.1,410,0,1,1
1484,70,-33.4,-1.2,410,0,1,1
1484,69.9,-32.2,-1.3,410,0,1,1
1485,69.7,-33.1,-1.5,410,0,1,1
1485,69.5,-35.1,-1.6,410,0,1,1
1486,69.4,-37.5,-1.6,410,0,1,1
1486,69.4,-40,-1.6,410,0,1,1
1487,69.4,-42.3,-1.5,409.9,0,1,1
1487,69.3,-43.1,-1.4,409.9,0,1,1
1487,69.2,-42.1,-1.3,409.9,0,1,1
1488,69.2,-39.6,-1.3,409.9,0,1,1
1488,69.2,-37,-1.3,409.9,0,1,1
1489,69.2,-34.5,-1.3,409.9,0,1,1
1489,69.1,-32.5,-1.3,409.9,0,1,1
1489,69,-31.2,-1.3,409.9,0,1,1
1490,69,-31,-1.4,409.9,0,1,1
1490,69,-32.3,-1.5,409.9,0,1,1
1491,69,-34.9,-1.4,409.9,0,1,1
1491,69,-37.5,-1.5,409.9,0,1,1
1492,69,-40,-1.5,409.9,0,1,1
1492,69,-42.3,-1.5,409.9,0,1,1
1492,69,-42.8,-1.3,409.9,0,1,1
1493,69,-41.5,-1.2,409.9,0,1,1
1493,69.2,-38.9,-1,409.9,0,1,1
1494,69.4,-36,-1,409.9,0,1,1
1494,69.4,-32.6,-0.9,409.9,0,1,1
1495,69.4,-29.8,-1.2,409.9,0,1,1
1495,69.5,-28.9,-1.2,409.8,0,1,1
1495,69.8,-29.9,-1.4,409.8,0,1,1
1496,70,-32.4,-1.3,409.8,0,1,1
1496,70.1,-34.7,-1.5,409.8,0,1,1
1497,70.1,-38.8,-1.3,409.8,0,1,1
1497,70.2,-42.7,-1.3,409.9,0,1,1
1498,70.4,-45.5,-1.3,409.9,0,1,1
1498,70.6,-45.8,-1.3,409.9,0,1,1
1498,70.7,-44.9,-1.3,409.9,0,1,1
1499,70.7,-43,-1.3,409.9,0,1,1
1499,70.7,-40.6,-1.2,409.8,0,1,1
1500,70.7,-37.8,-1.2,409.8,0,1,1
1500,70.7,-35.2,-1.3,409.8,0,1,1
1501,70.7,-34,-1.4,409.8,0,1,1
1501,70.7,-34.1,-1.5,409.8,0,1,1
1502,70.7,-35,-1.5,409.9,0,1,1
1502,70.8,-36.1,-1.5,409.9,0,1,1
1502,70.9,-37.4,-1.3,409.9,0,1,1
1503,70.9,-38.6,-1.2,409.9,0,1,1
1503,70.9,-39.1,-1.1,409.9,0,1,1
1504,70.9,-39,-1.1,409.9,0,1,1
1504,70.9,-37.5,-1.1,409.9,0,1,1
1505,70.9,-34.9,-1.1,409.9,0,1,1
1505,70.9,-32.3,-1.1,409.9,0,1,1
1506,70.9,-30.1,-1.2,409.9,0,1,1
1506,71,-28.4,-1.2,410,0,1,1
1506,71.3,-27.3,-1.2,410,0,1,1
1507,71.5,-26.5,-1.2,410,0,1,1
1507,71.6,-26.3,-1.1,410,0,1,1
1508,71.6,-26,-1,410,0,1,1
1508,71.7,-25.6,-1,410,0,1,1
1509,72.2,-25.8,-1,410,0,1,1
1509,72.6,-26.7,-1,410,0,1,1
1510,72.7,-28.3,-1.1,410,0,1,1
1510,72.7,-29.9,-1.1,410,0,1,1
1511,72.8,-30.8,-1.1,410,0,1,1
1511,73.3,-30.4,-1.1,410,0,1,1
1511,73.9,-29.4,-1.1,410,0,1,1
1512,74,-27.8,-1,410,0,1,1
1512,74,-25.2,-0.9,410,0,1,1
1513,74.1,-22.6,-0.9,410,0,1,1
1513,74.7,-20.1,-0.8,410,0,1,1
1514,75.2,-18.4,-0.8,410,0,1,1
1514,75.3,-17.7,-0.9,410,0,1,1
1515,75.3,-17.9,-0.9,410,0,1,1
1515,75.4,-18.5,-0.9,410.1,0,1,1
1516,76.1,-19,-0.8,410.1,0,1,1
1516,76.6,-19.3,-0.8,410.1,0,1,1
1517,76.8,-19.4,-0.7,410.1,0,1,1
1517,76.8,-18.9,-0.7,410.1,0,1,1
1518,76.9,-17.9,-0.7,410.2,0,1,1
1518,77.3,-16.6,-0.7,410.2,0,1,1
1519,77.6,-14.6,-0.7,410.2,0,1,1
1519,77.7,-12.4,-0.7,410.2,0,1,1
1520,77.7,-11.1,-0.7,410.2,0,1,1
1520,77.8,-10.3,-0.7,410.3,0,1,1
1521,78.5,-10.1,-0.7,410.3,0,1,1
1522,79,-10.6,-0.6,410.3,0,1,1
1522,79.2,-12.1,-0.5,410.3,0,1,1
1523,79.2,-13.7,-0.5,410.3,0,1,1
1523,79.2,-14.6,-0.5,410.3,0,1,1
1524,79.3,-15,-0.5,410.3,0,1,1
1524,79.4,-14.8,-0.5,410.3,0,1,1
1525,79.4,-14.2,-0.5,410.3,0,1,1
1525,79.4,-13.2,-0.6,410.3,0,1,1
1526,79.5,-12.4,-0.6,410.4,0,1,1
1526,80.1,-12,-0.7,410.4,0,1,1
1527,80.6,-12.1,-0.7,410.4,0,1,1
1528,80.7,-13.1,-0.7,410.4,0,1,1
1528,80.7,-14.7,-0.8,410.4,0,1,1
1529,80.9,-16.2,-0.8,410.4,0,1,1
1529,81.9,-17.6,-0.7,410.4,0,1,1
1530,82.9,-18.3,-0.7,410.4,0,1,1
1530,83.1,-18.1,-0.7,410.4,0,1,1
1531,83.1,-17.5,-0.7,410.4,0,1,1
1532,83.5,-16.5,-0.7,410.4,0,1,1
1532,85.1,-15.4,-0.7,410.4,0,1,1
1533,86.6,-14.3,-0.7,410.4,0,1,1
1533,87,-13.8,-0.8,410.4,0,1,1
1534,87,-13.9,-0.8,410.4,0,1,1
1535,87.3,-14.6,-0.8,410.3,0,1,1
1535,88.8,-15.6,-0.8,410.3,0,1,1
1536,90.1,-16.4,-0.8,410.3,0,1,1
1536,90.5,-16.8,-0.8,410.3,0,1,1
1537,90.5,-16.9,-0.8,410.3,0,1,1
1538,90.9,-16.4,-0.8,410.3,0,1,1
1538,92.5,-15.7,-0.8,410.3,0,1,1
1539,94,-14.9,-0.8,410.3,0,1,1
1540,94.4,-14.5,-0.8,410.3,0,1,1
1540,94.4,-14.1,-0.8,410.3,0,1,1
1541,94.8,-14,-0.8,410.3,0,1,1
1541,96.6,-14.3,-0.8,410.3,0,1,1
1542,98.3,-15.2,-0.8,410.3,0,1,1
1543,98.7,-16,-0.8,410.3,0,1,1
1543,98.7,-16.7,-0.8,410.3,0,1,1
1544,99.1,-17.2,-0.8,410.3,0,1,1
1545,100.8,-17.3,-0.9,410.3,0,1,1
1545,102.5,-17.3,-0.8,410.3,0,1,1
1546,102.9,-16.7,-0.8,410.3,0,1,1
1547,102.9,-16,-0.9,410.3,0,1,1
1547,103.3,-15.8,-0.9,410.3,0,1,1
1548,104.7,-16.4,-1,410.3,0,1,1
1549,106.1,-17.6,-1.1,410.3,0,1,1
1549,106.4,-19.1,-1.1,410.3,0,1,1
1550,106.4,-21.1,-1.2,410.3,0,1,1
1551,106.7,-22.9,-1.2,410.3,0,1,1
1551,108.1,-24.5,-1.2,410.3,0,1,1
1552,109.5,-25.1,-1.1,410.3,0,1,1
1553,109.8,-24.7,-1.1,410.3,0,1,1
1553,109.8,-23.9,-1.1,410.3,0,1,1
1554,109.9,-22.9,-1.2,410.2,0,1,1
1555,110.4,-22.1,-1.2,410.2,0,1,1
1555,110.8,-22,-1.3,410.2,0,1,1
1556,110.9,-22.5,-1.3,410.2,0,1,1
1557,110.9,-23.5,-1.4,410.2,0,1,1
1557,111.2,-24.8,-1.4,410.2,0,1,1
1558,112.2,-26,-1.4,410.2,0,1,1
1559,113.2,-26.8,-1.4,410.2,0,1,1
1560,113.5,-27.8,-1.4,410.2,0,1,1
1560,113.5,-28.3,-1.4,410.2,0,1,1
1561,113.8,-28.7,-1.5,410.2,0,1,1
1562,115.1,-29.1,-1.5,410.2,0,1,1
1562,116.3,-29.4,-1.5,410.2,0,1,1
1563,116.6,-30.1,-1.5,410.2,0,1,1
1564,116.6,-30.5,-1.5,410.2,0,1,1
1564,116.8,-30.6,-1.5,410.2,0,1,1
1565,117.7,-30.6,-1.5,410.2,0,1,1
1566,118.6,-30.6,-1.5,410.2,0,1,1
1566,118.8,-30.3,-1.5,410.2,0,1,1
1567,118.8,-29.4,-1.4,410.2,0,1,1
1568,118.9,-27.8,-1.3,410.1,0,1,1
1568,119.3,-26.3,-1.3,410.1,0,1,1
1569,119.7,-25.4,-1.4,410.1,0,1,1
1570,119.8,-26.3,-1.5,410.1,0,1,1
1570,119.8,-29.6,-1.7,410.1,0,1,1
1571,119.9,-34.6,-1.8,410.1,0,1,1
1572,120.3,-39.8,-1.9,410.1,0,1,1
1572,120.6,-44,-1.9,410.1,0,1,1
1573,120.7,-45.5,-1.8,410.1,0,1,1
1574,120.7,-43,-1.6,410.1,0,1,1
1574,120.7,-37.5,-1.5,410.1,0,1,1
1575,120.9,-30.6,-1.4,410.1,0,1,1
1576,121.1,-24.2,-1.4,410.1,0,1,1
1576,121.1,-19.4,-1.4,410.1,0,1,1
1577,121.1,-17,-1.3,410.1,0,1,1
1578,121.1,-16.6,-1.2,410.1,0,1,1
1578,121.1,-17.1,-1.2,410.1,0,1,1
1579,121.1,-18.9,-1.2,410.1,0,1,1
1580,121.1,-23.5,-1.2,410.1,0,1,1
1580,121.1,-30,-1.2,410.1,0,1,1
1581,121,-36.5,-1.3,410.1,0,1,1
1582,120.6,-40.9,-1.4,410.1,0,1,1
1582,120.1,-42.3,-1.6,410.1,0,1,1
1583,120,-40.9,-1.8,410.1,0,1,1
1584,120,-37.9,-2,410.1,0,1,1
1584,119.9,-35.2,-2,410,0,1,1
1585,119.6,-32.9,-1.9,410,0,1,1
1585,119.3,-30,-1.8,410,0,1,1
1586,119.2,-27,-1.6,410,0,1,1
1587,119.2,-24.4,-1.3,410,0,1,1
1587,119.2,-22.9,-1.2,410,0,1,1
1588,119,-22.4,-1.2,410,0,1,1
1588,118.8,-23.9,-1.1,410,0,1,1
1589,118.8,-27.4,-1.2,410,0,1,1
1590,118.8,-31.1,-1.4,410,0,1,1
1590,118.7,-33.9,-1.6,409.9,0,1,1
1591,118.2,-35.6,-1.7,409.9,0,1,1
1592,117.7,-35.7,-1.7,409.9,0,1,1
1592,117.6,-34.8,-1.8,409.9,0,1,1
1593,117.6,-33.2,-1.7,409.9,0,1,1
1593,117.5,-30.9,-1.7,409.9,0,1,1
1594,116.9,-28.1,-1.5,409.9,0,1,1
1595,116.3,-24.7,-1.4,409.9,0,1,1
1595,116.1,-22.1,-1.4,409.9,0,1,1
1596,116.1,-21.6,-1.4,409.9,0,1,1
1596,115.9,-22.4,-1.5,409.8,0,1,1
1597,114.9,-24.6,-1.6,409.8,0,1,1
1598,113.9,-27.6,-1.7,409.8,0,1,1
1598,113.7,-30.6,-1.6,409.8,0,1,1
1599,113.7,-31.9,-1.4,409.8,0,1,1
1600,113.5,-31.8,-1.4,409.8,0,1,1
1600,112.8,-30.6,-1.3,409.8,0,1,1
1601,112.2,-28.9,-1.2,409.8,0,1,1
1601,112,-26.5,-1.2,409.8,0,1,1
1602,112,-23.8,-1.3,409.8,0,1,1
1603,111.9,-21.4,-1.4,409.8,0,1,1
1603,111.5,-20.1,-1.5,409.8,0,1,1
1604,111,-19.5,-1.6,409.8,0,1,1
1604,110.9,-20,-1.6,409.8,0,1,1
1605,110.9,-21.5,-1.6,409.8,0,1,1
1606,110.9,-23.9,-1.6,409.8,0,1,1
1606,110.7,-26.4,-1.6,409.8,0,1,1
1607,110.5,-28.1,-1.5,409.8,0,1,1
1607,110.5,-28.7,-1.5,409.8,0,1,1
1608,110.5,-28,-1.5,409.8,0,1,1
1609,110.5,-26.1,-1.5,409.7,0,1,1
1609,110.5,-23.9,-1.5,409.7,0,1,1
1610,110.5,-21.5,-1.5,409.7,0,1,1
1611,110.5,-19,-1.5,409.7,0,1,1
1611,110.5,-16.7,-1.5,409.7,0,1,1
1612,110.5,-15.4,-1.5,409.6,0,1,1
1612,110.5,-15.9,-1.6,409.6,0,1,1
1613,110.5,-18.6,-1.6,409.6,0,1,1
1614,110.5,-22.4,-1.6,409.6,0,1,1
1614,110.5,-25.8,-1.6,409.6,0,1,1
1615,110.5,-27.4,-1.5,409.5,0,1,1
1616,110.7,-27.7,-1.5,409.5,0,1,1
1616,110.9,-26.6,-1.5,409.5,0,1,1
1617,110.9,-24.7,-1.4,409.5,0,1,1
1617,110.9,-22.5,-1.4,409.5,0,1,1
1618,110.9,-20.9,-1.4,409.4,0,1,1
1619,111,-20.8,-1.4,409.4,0,1,1
1619,111.1,-22,-1.5,409.4,0,1,1
1620,111.1,-24.2,-1.5,409.4,0,1,1
1621,111.1,-26.5,-1.4,409.4,0,1,1
1621,111.1,-27.8,-1.4,409.4,0,1,1
1622,111,-28.1,-1.3,409.4,0,1,1
1622,110.9,-27.3,-1.2,409.4,0,1,1
1623,110.9,-25.6,-1.2,409.4,0,1,1
1624,110.9,-23.8,-1.2,409.4,0,1,1
1624,110.9,-22,-1.1,409.3,0,1,1
1625,111.2,-20.8,-1.2,409.3,0,1,1
1626,111.3,-20.5,-1.3,409.3,0,1,1
1626,111.4,-21.3,-1.3,409.3,0,1,1
1627,111.4,-22.9,-1.3,409.3,0,1,1
1628,111.5,-24.2,-1.3,409.3,0,1,1
1628,111.7,-25.3,-1.2,409.3,0,1,1
1629,111.9,-25.8,-1.2,409.3,0,1,1
1629,112,-25.9,-1.2,409.3,0,1,1
1630,112,-25.4,-1.2,409.3,0,1,1
1631,112,-24.7,-1.2,409.4,0,1,1
1631,112,-23.7,-1.1,409.4,0,1,1
1632,112,-22.6,-1.2,409.4,0,1,1
1633,112,-21.8,-1.2,409.4,0,1,1
1633,112,-21.9,-1.3,409.4,0,1,1
1634,112,-22.8,-1.3,409.4,0,1,1
1635,112.2,-24.1,-1.4,409.4,0,1,1
1635,112.4,-25.6,-1.4,409.4,0,1,1
1636,112.4,-26.5,-1.3,409.4,0,1,1
1636,112.4,-26.6,-1.3,409.4,0,1,1
1637,112.4,-26.1,-1.2,409.4,0,1,1
1638,112.6,-25.1,-1.2,409.4,0,1,1
1638,112.7,-24,-1.3,409.4,0,1,1
1639,112.7,-23.2,-1.3,409.4,0,1,1
1640,112.7,-22.8,-1.3,409.4,0,1,1
1640,112.9,-23,-1.3,409.5,0,1,1
1641,113.7,-23.6,-1.4,409.5,0,1,1
1642,114.4,-24.6,-1.4,409.5,0,1,1
1642,114.6,-25.6,-1.4,409.5,0,1,1
1643,114.6,-26.5,-1.3,409.5,0,1,1
1644,114.7,-26.4,-1.2,409.5,0,1,1
1644,115.2,-24.9,-1.1,409.5,0,1,1
1645,115.6,-22.6,-1.1,409.5,0,1,1
1646,115.7,-20.3,-1.2,409.5,0,1,1
1646,115.7,-19.3,-1.3,409.5,0,1,1
1647,115.7,-20.7,-1.4,409.5,0,1,1
1648,115.8,-24.2,-1.5,409.5,0,1,1
1648,115.9,-28.2,-1.5,409.5,0,1,1
1649,115.9,-31.3,-1.5,409.5,0,1,1
1650,115.9,-32.6,-1.4,409.5,0,1,1
1650,115.9,-32.2,-1.4,409.5,0,1,1
1651,116,-30.4,-1.4,409.5,0,1,1
1652,116.1,-28.3,-1.4,409.5,0,1,1
1652,116.1,-26.1,-1.4,409.5,0,1,1
1653,116.1,-24.2,-1.4,409.5,0,1,1
1654,116.1,-22.9,-1.4,409.5,0,1,1
1655,116.4,-22.4,-1.3,409.5,0,1,1
1655,116.6,-22.6,-1.3,409.5,0,1,1
1656,116.6,-23.8,-1.3,409.5,0,1,1
1657,116.6,-25.2,-1.3,409.5,0,1,1
1657,116.8,-27.2,-1.4,409.5,0,1,1
1658,117.5,-28.8,-1.5,409.5,0,1,1
1659,118.1,-29.2,-1.5,409.5,0,1,1
1659,118.3,-28.6,-1.6,409.5,0,1,1
1660,118.3,-27.9,-1.5,409.5,0,1,1
1661,118.5,-27.2,-1.5,409.5,0,1,1
1662,119.4,-26.2,-1.4,409.5,0,1,1
1662,120.3,-24.8,-1.3,409.5,0,1,1
1663,120.5,-23.1,-1.2,409.5,0,1,1
1664,120.5,-21.3,-1.2,409.5,0,1,1
1664,120.7,-20.1,-1.2,409.5,0,1,1
1665,121.3,-19.3,-1.2,409.5,0,1,1
1666,122,-19.1,-1.3,409.5,0,1,1
1667,122.2,-20.2,-1.4,409.5,0,1,1
1667,122.2,-21.9,-1.5,409.5,0,1,1
1668,122.3,-23.4,-1.5,409.5,0,1,1
1669,122.8,-24.3,-1.5,409.5,0,1,1
1669,123.4,-24.2,-1.5,409.5,0,1,1
1670,123.5,-23.3,-1.4,409.5,0,1,1
1671,123.5,-21.7,-1.3,409.5,0,1,1
1672,123.6,-19.6,-1.2,409.5,0,1,1
1672,123.8,-17.5,-1.2,409.5,0,1,1
1673,124.1,-15.6,-1.1,409.5,0,1,1
1674,124.2,-14,-1.2,409.5,0,1,1
1675,124.2,-13.9,-1.2,409.5,0,1,1
1675,124.4,-14.6,-1.3,409.4,0,1,1
1676,125.1,-15.8,-1.3,409.4,0,1,1
1677,125.7,-17.6,-1.3,409.4,0,1,1
1678,125.9,-18.8,-1.4,409.4,0,1,1
1678,125.9,-19.6,-1.3,409.4,0,1,1
1679,126.2,-19.5,-1.3,409.3,0,1,1
1680,127.2,-18.9,-1.2,409.3,0,1,1
1681,128.2,-17.6,-1.2,409.3,0,1,1
1681,128.5,-16.5,-1.2,409.3,0,1,1
1682,128.5,-15.7,-1.2,409.3,0,1,1
1683,128.7,-15.7,-1.2,409.2,0,1,1
1684,129.7,-16.4,-1.2,409.2,0,1,1
1684,130.7,-17.4,-1.2,409.2,0,1,1
1685,130.9,-18.7,-1.2,409.2,0,1,1
1686,130.9,-19.6,-1.3,409.2,0,1,1
1687,130.9,-20.6,-1.3,409.2,0,1,1
1687,131.1,-21.7,-1.4,409.2,0,1,1
1688,131.3,-23.3,-1.4,409.2,0,1,1
1689,131.3,-24.8,-1.3,409.2,0,1,1
1690,131.3,-25.7,-1.3,409.2,0,1,1
1691,131.4,-25.1,-1.3,409.2,0,1,1
1691,131.8,-23.5,-1.2,409.2,0,1,1
1692,132.1,-21.1,-1.2,409.2,0,1,1
1693,132.2,-18.9,-1.2,409.2,0,1,1
1694,132.2,-17.3,-1.3,409.2,0,1,1
1694,132.3,-16.4,-1.3,409.2,0,1,1
1695,132.8,-16.5,-1.3,409.2,0,1,1
1696,133.2,-17.1,-1.3,409.2,0,1,1
1697,133.3,-18.4,-1.3,409.2,0,1,1
1698,133.3,-20.3,-1.3,409.2,0,1,1
1698,133.4,-22.2,-1.3,409.3,0,1,1
1699,133.9,-23.2,-1.3,409.3,0,1,1
1700,134.3,-23.1,-1.3,409.3,0,1,1
1701,134.4,-22.5,-1.4,409.3,0,1,1
1702,134.4,-21.5,-1.3,409.3,0,1,1
1702,134.6,-20.4,-1.3,409.3,0,1,1
1703,135.4,-19.3,-1.2,409.3,0,1,1
1704,136.1,-18.5,-1.2,409.3,0,1,1
1705,136.3,-17.8,-1.2,409.3,0,1,1
1706,136.3,-17.6,-1.2,409.3,0,1,1
1706,136.5,-18.2,-1.3,409.2,0,1,1
1707,137.1,-19.2,-1.3,409.2,0,1,1
1708,137.7,-20.8,-1.4,409.2,0,1,1
1709,137.9,-21.8,-1.4,409.2,0,1,1
1710,137.9,-22,-1.4,409.2,0,1,1
1710,138,-22,-1.4,409.1,0,1,1
1711,138.6,-21.4,-1.3,409.1,0,1,1
1712,139.1,-20.4,-1.3,409.1,0,1,1
1713,139.2,-19.3,-1.3,409.1,0,1,1
1714,139.2,-18.5,-1.3,409.1,0,1,1
1715,139.4,-18.4,-1.3,409.1,0,1,1
1715,140.2,-18.9,-1.3,409.1,0,1,1
1716,140.9,-19.6,-1.4,409.1,0,1,1
1717,141.1,-20.3,-1.4,409.1,0,1,1
1718,141.1,-20.8,-1.4,409.1,0,1,1
1719,141.2,-21.1,-1.4,409.1,0,1,1
1720,141.4,-21,-1.4,409.1,0,1,1
1720,141.7,-20.6,-1.4,409.1,0,1,1
1721,141.8,-20,-1.4,409.1,0,1,1
1722,141.8,-19.5,-1.4,409.1,0,1,1
1723,141.9,-18.9,-1.4,409.1,0,1,1
1724,142.6,-18.2,-1.3,409.1,0,1,1
1725,143.1,-17.2,-1.3,409.1,0,1,1
1726,143.3,-16.6,-1.3,409.1,0,1,1
1726,143.3,-16.6,-1.4,409.1,0,1,1
